instance,policy,budget,seed,depth,backend,anchor_gap,incumbent_gap
drayage-25-23,depth_first,300,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,depth_first,300,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,depth_first,300,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,depth_first,60,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,depth_first,60,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,depth_first,60,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,depth_first,900,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,depth_first,900,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,depth_first,900,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,greedy_score,10,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,greedy_score,10,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,greedy_score,10,1,16,plain,-0.8843420632841902,0.043754770807854775
drayage-25-23,greedy_score,10,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,greedy_score,300,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,greedy_score,300,0,35,plain,-0.8843420632841902,0.04785841001598486
drayage-25-23,greedy_score,300,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,greedy_score,300,1,15,plain,-0.8843420632841902,0.05133074971028807
drayage-25-23,greedy_score,300,1,38,plain,-0.8843420632841902,0.043754770807854775
drayage-25-23,greedy_score,300,1,38,plain,-0.8843420632841902,0.04241002799209611
drayage-25-23,greedy_score,300,1,42,plain,-0.8843420632841902,0.03579035886985431
drayage-25-23,greedy_score,300,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,greedy_score,300,2,20,plain,-0.8843420632841902,0.05123341080722319
drayage-25-23,greedy_score,300,2,25,plain,-0.8843420632841902,0.043146298428916034
drayage-25-23,greedy_score,60,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,greedy_score,60,0,17,plain,-0.8843420632841902,0.03579035886985431
drayage-25-23,greedy_score,60,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,greedy_score,60,1,17,plain,-0.8843420632841902,0.043754770807854775
drayage-25-23,greedy_score,60,1,34,plain,-0.8843420632841902,0.04241002799209611
drayage-25-23,greedy_score,60,1,42,plain,-0.8843420632841902,0.03579035886985431
drayage-25-23,greedy_score,60,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,greedy_score,60,2,20,plain,-0.8843420632841902,0.05123341080722319
drayage-25-23,greedy_score,900,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,greedy_score,900,0,35,plain,-0.8843420632841902,0.04785841001598486
drayage-25-23,greedy_score,900,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,greedy_score,900,1,16,plain,-0.8843420632841902,0.043754770807854775
drayage-25-23,greedy_score,900,1,34,plain,-0.8843420632841902,0.04241002799209611
drayage-25-23,greedy_score,900,1,42,plain,-0.8843420632841902,0.03579035886985431
drayage-25-23,greedy_score,900,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,greedy_score,900,2,20,plain,-0.8843420632841902,0.05123341080722319
drayage-25-23,greedy_score,900,2,28,plain,-0.8843420632841902,0.043146298428916034
drayage-25-23,hybrid_best_bound_depth,10,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,hybrid_best_bound_depth,10,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,hybrid_best_bound_depth,10,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,hybrid_best_bound_depth,300,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,hybrid_best_bound_depth,300,0,11,plain,-0.8843420632841902,0.03579035886985431
drayage-25-23,hybrid_best_bound_depth,300,0,40,plain,-0.8843420632841902,0.03180942010203077
drayage-25-23,hybrid_best_bound_depth,300,0,38,plain,-0.8843420632841902,0.020252502431773938
drayage-25-23,hybrid_best_bound_depth,300,0,39,plain,-0.8843420632841902,0.008184451285643676
drayage-25-23,hybrid_best_bound_depth,300,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,hybrid_best_bound_depth,300,1,15,plain,-0.8843420632841902,0.043754770807854775
drayage-25-23,hybrid_best_bound_depth,300,1,42,plain,-0.8843420632841902,0.04241002799209611
drayage-25-23,hybrid_best_bound_depth,300,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,hybrid_best_bound_depth,300,2,43,plain,-0.8843420632841902,0.045043666943480325
drayage-25-23,hybrid_best_bound_depth,60,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,hybrid_best_bound_depth,60,0,41,plain,-0.8843420632841902,0.031809420102030916
drayage-25-23,hybrid_best_bound_depth,60,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,hybrid_best_bound_depth,60,1,17,plain,-0.8843420632841902,0.043754770807854775
drayage-25-23,hybrid_best_bound_depth,60,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,hybrid_best_bound_depth,60,2,43,plain,-0.8843420632841902,0.045043666943480325
drayage-25-23,hybrid_best_bound_depth,900,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,hybrid_best_bound_depth,900,0,40,plain,-0.8843420632841902,0.031809420102030916
drayage-25-23,hybrid_best_bound_depth,900,0,38,plain,-0.8843420632841902,0.020252502431773938
drayage-25-23,hybrid_best_bound_depth,900,0,39,plain,-0.8843420632841902,0.008184451285643676
drayage-25-23,hybrid_best_bound_depth,900,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,hybrid_best_bound_depth,900,1,16,plain,-0.8843420632841902,0.05133074971028807
drayage-25-23,hybrid_best_bound_depth,900,1,35,plain,-0.8843420632841902,0.04492096650317392
drayage-25-23,hybrid_best_bound_depth,900,1,41,plain,-0.8843420632841902,0.04375477080785492
drayage-25-23,hybrid_best_bound_depth,900,1,42,plain,-0.8843420632841902,0.04241002799209611
drayage-25-23,hybrid_best_bound_depth,900,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,hybrid_best_bound_depth,900,2,43,plain,-0.8843420632841902,0.045043666943480325
drayage-25-23,learned_portfolio,10,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,learned_portfolio,10,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,learned_portfolio,10,1,17,plain,-0.8843420632841902,0.05133074971028807
drayage-25-23,learned_portfolio,10,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,learned_portfolio,10,2,22,plain,-0.8843420632841902,0.013842719224657485
drayage-25-23,learned_portfolio,10,2,15,plain,-0.8843420632841902,0.008184451285643676
drayage-25-23,learned_portfolio,300,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,learned_portfolio,300,0,34,plain,-0.8843420632841902,0.04785841001598486
drayage-25-23,learned_portfolio,300,0,39,plain,-0.8843420632841902,0.03180942010203077
drayage-25-23,learned_portfolio,300,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,learned_portfolio,300,1,17,plain,-0.8843420632841902,0.05133074971028807
drayage-25-23,learned_portfolio,300,1,39,plain,-0.8843420632841902,0.04492096650317377
drayage-25-23,learned_portfolio,300,1,40,plain,-0.8843420632841902,0.04241002799209611
drayage-25-23,learned_portfolio,300,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,learned_portfolio,300,2,22,plain,-0.8843420632841902,0.013842719224657485
drayage-25-23,learned_portfolio,300,2,15,plain,-0.8843420632841902,0.008184451285643676
drayage-25-23,learned_portfolio,60,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,learned_portfolio,60,0,39,plain,-0.8843420632841902,0.031809420102030916
drayage-25-23,learned_portfolio,60,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,learned_portfolio,60,1,21,plain,-0.8843420632841902,0.05133074971028807
drayage-25-23,learned_portfolio,60,1,42,plain,-0.8843420632841902,0.04492096650317363
drayage-25-23,learned_portfolio,60,1,41,plain,-0.8843420632841902,0.04375477080785492
drayage-25-23,learned_portfolio,60,1,42,plain,-0.8843420632841902,0.04241002799209611
drayage-25-23,learned_portfolio,60,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,learned_portfolio,60,2,22,plain,-0.8843420632841902,0.013842719224657485
drayage-25-23,learned_portfolio,60,2,15,plain,-0.8843420632841902,0.008184451285643676
drayage-25-23,learned_portfolio,900,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,learned_portfolio,900,0,39,plain,-0.8843420632841902,0.031809420102030916
drayage-25-23,learned_portfolio,900,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,learned_portfolio,900,1,16,plain,-0.8843420632841902,0.05133074971028807
drayage-25-23,learned_portfolio,900,1,42,plain,-0.8843420632841902,0.04492096650317363
drayage-25-23,learned_portfolio,900,1,41,plain,-0.8843420632841902,0.04375477080785492
drayage-25-23,learned_portfolio,900,1,42,plain,-0.8843420632841902,0.04241002799209611
drayage-25-23,learned_portfolio,900,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,learned_portfolio,900,2,22,plain,-0.8843420632841902,0.013842719224657485
drayage-25-23,learned_portfolio,900,2,15,plain,-0.8843420632841902,0.008184451285643676
drayage-25-23,random_uniform,10,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,random_uniform,10,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,random_uniform,10,1,26,plain,-0.8843420632841902,0.05133074971028807
drayage-25-23,random_uniform,10,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,random_uniform,10,2,23,plain,-0.8843420632841902,0.05123341080722319
drayage-25-23,random_uniform,300,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,random_uniform,300,0,30,plain,-0.8843420632841902,0.023454006263660763
drayage-25-23,random_uniform,300,0,37,plain,-0.8843420632841902,0.020252502431774084
drayage-25-23,random_uniform,300,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,random_uniform,300,1,19,plain,-0.8843420632841902,0.05133074971028807
drayage-25-23,random_uniform,300,1,40,plain,-0.8843420632841902,0.043754770807854775
drayage-25-23,random_uniform,300,1,42,plain,-0.8843420632841902,0.04241002799209611
drayage-25-23,random_uniform,300,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,random_uniform,300,2,21,plain,-0.8843420632841902,0.05123341080722319
drayage-25-23,random_uniform,60,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,random_uniform,60,0,30,plain,-0.8843420632841902,0.023454006263660763
drayage-25-23,random_uniform,60,0,40,plain,-0.8843420632841902,0.020252502431774084
drayage-25-23,random_uniform,60,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,random_uniform,60,1,20,plain,-0.8843420632841902,0.043754770807854775
drayage-25-23,random_uniform,60,1,34,plain,-0.8843420632841902,0.04241002799209611
drayage-25-23,random_uniform,60,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,random_uniform,60,2,22,plain,-0.8843420632841902,0.05123341080722319
drayage-25-23,random_uniform,60,2,44,plain,-0.8843420632841902,0.043146298428916034
drayage-25-23,random_uniform,900,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,random_uniform,900,0,30,plain,-0.8843420632841902,0.023454006263660763
drayage-25-23,random_uniform,900,0,35,plain,-0.8843420632841902,0.020252502431774084
drayage-25-23,random_uniform,900,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,random_uniform,900,1,23,plain,-0.8843420632841902,0.05133074971028807
drayage-25-23,random_uniform,900,1,39,plain,-0.8843420632841902,0.043754770807854775
drayage-25-23,random_uniform,900,1,42,plain,-0.8843420632841902,0.04241002799209611
drayage-25-23,random_uniform,900,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,random_uniform,900,2,20,plain,-0.8843420632841902,0.05123341080722319
drayage-25-23,safeguarded_hybrid,10,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,safeguarded_hybrid,10,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,safeguarded_hybrid,10,1,25,plain,-0.8843420632841902,0.05133074971028807
drayage-25-23,safeguarded_hybrid,10,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,safeguarded_hybrid,10,2,22,plain,-0.8843420632841902,0.013842719224657485
drayage-25-23,safeguarded_hybrid,10,2,15,plain,-0.8843420632841902,0.008184451285643676
drayage-25-23,safeguarded_hybrid,300,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,safeguarded_hybrid,300,0,39,plain,-0.8843420632841902,0.031809420102030916
drayage-25-23,safeguarded_hybrid,300,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,safeguarded_hybrid,300,1,17,plain,-0.8843420632841902,0.043754770807854775
drayage-25-23,safeguarded_hybrid,300,1,34,plain,-0.8843420632841902,0.04241002799209611
drayage-25-23,safeguarded_hybrid,300,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,safeguarded_hybrid,300,2,22,plain,-0.8843420632841902,0.013842719224657485
drayage-25-23,safeguarded_hybrid,300,2,15,plain,-0.8843420632841902,0.0017746680785290891
drayage-25-23,safeguarded_hybrid,60,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,safeguarded_hybrid,60,0,39,plain,-0.8843420632841902,0.031809420102030916
drayage-25-23,safeguarded_hybrid,60,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,safeguarded_hybrid,60,1,34,plain,-0.8843420632841902,0.05133074971028807
drayage-25-23,safeguarded_hybrid,60,1,38,plain,-0.8843420632841902,0.04492096650317377
drayage-25-23,safeguarded_hybrid,60,1,41,plain,-0.8843420632841902,0.04375477080785492
drayage-25-23,safeguarded_hybrid,60,1,42,plain,-0.8843420632841902,0.04241002799209611
drayage-25-23,safeguarded_hybrid,60,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,safeguarded_hybrid,60,2,22,plain,-0.8843420632841902,0.013842719224657485
drayage-25-23,safeguarded_hybrid,60,2,15,plain,-0.8843420632841902,0.008184451285643676
drayage-25-23,safeguarded_hybrid,900,0,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,safeguarded_hybrid,900,0,39,plain,-0.8843420632841902,0.031809420102030916
drayage-25-23,safeguarded_hybrid,900,1,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,safeguarded_hybrid,900,1,17,plain,-0.8843420632841902,0.05133074971028807
drayage-25-23,safeguarded_hybrid,900,1,40,plain,-0.8843420632841902,0.04492096650317377
drayage-25-23,safeguarded_hybrid,900,1,41,plain,-0.8843420632841902,0.04375477080785492
drayage-25-23,safeguarded_hybrid,900,2,0,plain,-0.8843420632841902,0.052399606502541905
drayage-25-23,safeguarded_hybrid,900,2,22,plain,-0.8843420632841902,0.013842719224657485
drayage-25-23,safeguarded_hybrid,900,2,15,plain,-0.8843420632841902,0.008184451285643676
irp,best_bound,10,0,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_bound,10,0,1,plain,-0.002954511251686679,0.09858567333609368
irp,best_bound,10,0,3,plain,0.0027880534762926962,0.006506656624090649
irp,best_bound,10,0,4,plain,0.002810820127589812,0.0030192064011212716
irp,best_bound,10,0,4,plain,0.0027880535037061293,0.002952915725110949
irp,best_bound,10,1,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_bound,10,1,1,plain,-0.002954511251686679,0.09858567333609368
irp,best_bound,10,1,3,plain,0.0027880534762926962,0.006506656624090649
irp,best_bound,10,1,4,plain,0.002810820127589812,0.0030192064011212716
irp,best_bound,10,1,4,plain,0.0027880535037061293,0.002952915725110949
irp,best_bound,10,2,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_bound,10,2,1,plain,-0.002954511251686679,0.09858567333609368
irp,best_bound,10,2,2,plain,-0.0018923799461435498,0.02477283968013329
irp,best_bound,10,2,4,plain,0.002810820127589812,0.0030192064011212716
irp,best_bound,10,2,4,plain,0.0027880535037061293,0.002952915725110949
irp,best_bound,300,0,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_bound,300,0,1,plain,-0.002954511251686679,0.09858567333609368
irp,best_bound,300,0,2,plain,-0.0018923799461435498,0.02477283968013329
irp,best_bound,300,0,4,plain,0.002810820127589812,0.0030192064011212716
irp,best_bound,300,0,4,plain,0.0027880535037061293,0.002952915725110949
irp,best_bound,300,1,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_bound,300,1,1,plain,-0.002954511251686679,0.09858567333609368
irp,best_bound,300,1,2,plain,-0.0018923799461435498,0.02477283968013329
irp,best_bound,300,1,4,plain,0.002810820127589812,0.0030192064011212716
irp,best_bound,300,1,4,plain,0.0027880535037061293,0.002952915725110949
irp,best_bound,300,2,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_bound,300,2,1,plain,-0.002954511251686679,0.09858567333609368
irp,best_bound,300,2,2,plain,-0.0018923799461435498,0.02477283968013329
irp,best_bound,300,2,4,plain,0.002810820127589812,0.0030192064011212716
irp,best_bound,300,2,4,plain,0.0027880535037061293,0.002952915725110949
irp,best_bound,60,0,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_bound,60,0,1,plain,-0.002954511251686679,0.09858567333609368
irp,best_bound,60,0,2,plain,-0.0018923799461435498,0.02477283968013329
irp,best_bound,60,0,4,plain,0.002810820127589812,0.0030192064011212716
irp,best_bound,60,0,4,plain,0.0027880535037061293,0.002952915725110949
irp,best_bound,60,1,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_bound,60,1,1,plain,-0.002954511251686679,0.09858567333609368
irp,best_bound,60,1,3,plain,0.0027880534762926962,0.006506656624090649
irp,best_bound,60,1,4,plain,0.002810820127589812,0.0030192064011212716
irp,best_bound,60,1,4,plain,0.0027880535037061293,0.002952915725110949
irp,best_bound,60,2,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_bound,60,2,1,plain,-0.002954511251686679,0.09858567333609368
irp,best_bound,60,2,2,plain,-0.0018923799461435498,0.02477283968013329
irp,best_bound,60,2,4,plain,0.002810820127589812,0.0030192064011212716
irp,best_bound,60,2,4,plain,0.0027880535037061293,0.002952915725110949
irp,best_bound,900,0,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_bound,900,0,1,plain,-0.002954511251686679,0.09858567333609368
irp,best_bound,900,0,4,plain,0.002810820127589812,0.0030192064011212716
irp,best_bound,900,0,5,plain,0.0028336636461279573,0.002952915725110949
irp,best_bound,900,1,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_bound,900,1,1,plain,-0.002954511251686679,0.09858567333609368
irp,best_bound,900,1,2,plain,-0.0018923799461435498,0.02477283968013329
irp,best_bound,900,1,4,plain,0.002810820127589812,0.0030192064011212716
irp,best_bound,900,1,4,plain,0.0027880535037061293,0.002952915725110949
irp,best_bound,900,2,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_bound,900,2,1,plain,-0.002954511251686679,0.09858567333609368
irp,best_bound,900,2,2,plain,-0.0018923799461435498,0.02477283968013329
irp,best_bound,900,2,4,plain,0.002810820127589812,0.0030192064011212716
irp,best_bound,900,2,4,plain,0.0027880535037061293,0.002952915725110949
irp,best_estimate,10,0,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_estimate,10,0,2,plain,-0.0021642687613068166,0.1076709942039517
irp,best_estimate,10,0,3,plain,-0.0011021374557639867,0.019066096895763322
irp,best_estimate,10,0,4,plain,0.0012908499733907948,0.0026659892021688924
irp,best_estimate,10,1,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_estimate,10,1,2,plain,-0.0021642687613068166,0.1076709942039517
irp,best_estimate,10,1,3,plain,-0.0011021374557639867,0.019066096895763322
irp,best_estimate,10,1,4,plain,0.0012908499733907948,0.0026788995268120204
irp,best_estimate,10,1,5,plain,0.0012930525323596078,0.002665989284409192
irp,best_estimate,10,1,6,plain,0.0012931528983878501,0.002665989202169042
irp,best_estimate,10,2,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_estimate,10,2,2,plain,-0.0021642687613068166,0.1076709942039517
irp,best_estimate,10,2,3,plain,-0.0011021374557639867,0.019066096895763322
irp,best_estimate,10,2,4,plain,0.0012908499733907948,0.0026659892021688924
irp,best_estimate,300,0,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_estimate,300,0,2,plain,-0.0021642687613068166,0.1076709942039517
irp,best_estimate,300,0,3,plain,-0.0011021374557639867,0.019066096895763322
irp,best_estimate,300,0,4,plain,0.0012908499733907948,0.0026659892021688924
irp,best_estimate,300,1,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_estimate,300,1,2,plain,-0.0021642687613068166,0.1076709942039517
irp,best_estimate,300,1,3,plain,-0.0011021374557639867,0.019066096895763322
irp,best_estimate,300,1,4,plain,0.0012908499733907948,0.0026788995268120204
irp,best_estimate,300,1,5,plain,0.0012930525323596078,0.002665989284409192
irp,best_estimate,300,1,6,plain,0.0012931528983878501,0.002665989202169042
irp,best_estimate,300,2,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_estimate,300,2,2,plain,-0.0021642687613068166,0.1076709942039517
irp,best_estimate,300,2,3,plain,-0.0011021374557639867,0.019066096895763322
irp,best_estimate,300,2,4,plain,0.0012908499733907948,0.0026659892021688924
irp,best_estimate,60,0,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_estimate,60,0,2,plain,-0.0021642687613068166,0.1076709942039517
irp,best_estimate,60,0,3,plain,-0.0011021374557639867,0.019066096895763322
irp,best_estimate,60,0,4,plain,0.0012908499733907948,0.0026659892021688924
irp,best_estimate,60,1,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_estimate,60,1,2,plain,-0.0021642687613068166,0.1076709942039517
irp,best_estimate,60,1,3,plain,-0.0011021374557639867,0.019066096895763322
irp,best_estimate,60,1,4,plain,0.0012908499733907948,0.0026659892021688924
irp,best_estimate,60,2,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_estimate,60,2,2,plain,-0.0021642687613068166,0.1076709942039517
irp,best_estimate,60,2,3,plain,-0.0011021374557639867,0.019066096895763322
irp,best_estimate,60,2,4,plain,0.0012908499733907948,0.0026659892021688924
irp,best_estimate,900,0,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_estimate,900,0,2,plain,-0.0021642687613068166,0.1076709942039517
irp,best_estimate,900,0,4,plain,0.0012908499733907948,0.0026788995268120204
irp,best_estimate,900,0,5,plain,0.0012930525323596078,0.002665989284409192
irp,best_estimate,900,0,6,plain,0.0012931528983878501,0.002665989202169042
irp,best_estimate,900,1,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_estimate,900,1,2,plain,-0.0021642687613068166,0.1076709942039517
irp,best_estimate,900,1,4,plain,0.0012908499733907948,0.0026788995268120204
irp,best_estimate,900,1,5,plain,0.0012930525323596078,0.002665989284409192
irp,best_estimate,900,1,6,plain,0.0012931528983878501,0.002665989202169042
irp,best_estimate,900,2,0,plain,-0.002957575085612168,0.23676039564926707
irp,best_estimate,900,2,2,plain,-0.0021642687613068166,0.1076709942039517
irp,best_estimate,900,2,3,plain,-0.0011021374557639867,0.019066096895763322
irp,best_estimate,900,2,4,plain,0.0012908499733907948,0.0026659892021688924
irp,boltzmann_adaptive,10,0,0,plain,-0.002957575085612168,0.23676039564926707
irp,boltzmann_adaptive,10,0,2,plain,-0.0021642687613068166,0.1076709942039517
irp,boltzmann_adaptive,10,0,1,plain,-0.002954511251686679,0.09858567333609368
irp,boltzmann_adaptive,10,0,2,plain,-0.0018923799461435498,0.02477283968013329
irp,boltzmann_adaptive,10,0,3,plain,0.0121648273716719,0.013944123155321054
irp,boltzmann_adaptive,10,0,4,plain,0.012168329518834516,0.012329689702730453
irp,boltzmann_adaptive,10,0,7,plain,0.012164828673809533,0.012329689620490152
irp,boltzmann_adaptive,10,1,0,plain,-0.002957575085612168,0.23676039564926707
irp,boltzmann_adaptive,10,1,1,plain,-0.002954511251686679,0.09858567333609368
irp,boltzmann_adaptive,10,1,5,plain,-0.0009617785213700782,0.00026558053421585077
irp,boltzmann_adaptive,10,1,5,plain,0.00012382451226111935,0.0002028072746455737
irp,boltzmann_adaptive,10,1,6,plain,0.00012382533466382008,0.000136511664219047
irp,boltzmann_adaptive,10,2,0,plain,-0.002957575085612168,0.23676039564926707
irp,boltzmann_adaptive,10,2,1,plain,-0.002954511251686679,0.09858567333609368
irp,boltzmann_adaptive,10,2,3,plain,-0.0011021374557639867,0.019066096895763322
irp,boltzmann_adaptive,10,2,5,plain,0.0030679700961228854,0.004528276577681936
irp,boltzmann_adaptive,10,2,6,,0.003072163428911657,0.0044968541322581174
irp,boltzmann_adaptive,10,2,4,plain,0.0012908499733907948,0.0026659892021688924
irp,boltzmann_adaptive,300,0,0,plain,-0.002957575085612168,0.23676039564926707
irp,boltzmann_adaptive,300,0,2,plain,-0.0021642687613068166,0.1076709942039517
irp,boltzmann_adaptive,300,0,1,plain,-0.002954511251686679,0.09858567333609368
irp,boltzmann_adaptive,300,0,2,plain,-0.0018923799461435498,0.02477283968013329
irp,boltzmann_adaptive,300,0,3,plain,0.0121648273716719,0.013944123155321054
irp,boltzmann_adaptive,300,0,4,plain,0.012168329518834516,0.012329689702730453
irp,boltzmann_adaptive,300,0,7,plain,0.012164828673809533,0.012329689620490152
irp,boltzmann_adaptive,300,1,0,plain,-0.002957575085612168,0.23676039564926707
irp,boltzmann_adaptive,300,1,1,plain,-0.002954511251686679,0.09858567333609368
irp,boltzmann_adaptive,300,1,2,plain,-0.0018923799461435498,0.02477283968013329
irp,boltzmann_adaptive,300,1,3,plain,-0.0011021374557639867,0.019066096895763322
irp,boltzmann_adaptive,300,1,4,plain,0.0012908499733907948,0.0026659892021688924
irp,boltzmann_adaptive,300,1,5,plain,0.0005993043831405075,0.0019271305078452405
irp,boltzmann_adaptive,300,1,6,plain,0.0005994260781831329,0.0019269698925936584
irp,boltzmann_adaptive,300,1,5,plain,-0.0009617785213700782,0.00026558053421585077
irp,boltzmann_adaptive,300,2,0,plain,-0.002957575085612168,0.23676039564926707
irp,boltzmann_adaptive,300,2,1,plain,-0.002954511251686679,0.09858567333609368
irp,boltzmann_adaptive,300,2,3,plain,-0.0011021374557639867,0.019066096895763322
irp,boltzmann_adaptive,300,2,5,plain,0.0030679700961228854,0.004528276577681936
irp,boltzmann_adaptive,300,2,6,,0.003072163428911657,0.0044968541322581174
irp,boltzmann_adaptive,300,2,4,plain,0.0012908499733907948,0.0026659892021688924
irp,boltzmann_adaptive,300,2,6,plain,-0.0009617785213702279,0.00026558053421585077
irp,boltzmann_adaptive,300,2,5,plain,-0.0018683562056838725,0.00017737068743028378
irp,boltzmann_adaptive,60,0,0,plain,-0.002957575085612168,0.23676039564926707
irp,boltzmann_adaptive,60,0,2,plain,-0.0021642687613068166,0.1076709942039517
irp,boltzmann_adaptive,60,0,1,plain,-0.002954511251686679,0.09858567333609368
irp,boltzmann_adaptive,60,0,2,plain,-0.0018923799461435498,0.02477283968013329
irp,boltzmann_adaptive,60,0,3,plain,0.0121648273716719,0.013944123155321054
irp,boltzmann_adaptive,60,0,4,plain,0.012168329518834516,0.012329689702730453
irp,boltzmann_adaptive,60,0,7,plain,0.012164828673809533,0.012329689620490152
irp,boltzmann_adaptive,60,1,0,plain,-0.002957575085612168,0.23676039564926707
irp,boltzmann_adaptive,60,1,1,plain,-0.002954511251686679,0.01095352432918065
irp,boltzmann_adaptive,60,1,4,plain,0.002810820127589812,0.0030192064011212716
